ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2389,64,39,23,91768,3,0.5,1,0,0,1,0,0,0
4098,60,34,92,95670,2,2.0,1,0,0,0,0,0,0
159,32,6,79,94720,2,1.5,3,0,0,0,0,1,1
1102,42,17,95,90095,3,0.5,3,0,0,0,0,0,0
3992,64,38,84,94571,1,2.0,1,0,0,0,0,0,0
4390,58,32,40,90057,1,1.6,1,0,0,1,1,1,1
776,65,39,23,92835,3,0.7,2,0,0,0,0,0,1
3361,48,24,133,90740,1,5.0,1,0,0,0,0,0,0
1837,44,19,74,90041,4,1.9,3,0,0,0,0,0,0
3297,63,37,132,94080,1,4.4,2,0,1,0,0,1,0
1047,51,26,34,94105,4,0.4,2,0,0,0,0,0,0
419,27,0,33,90089,4,1.0,3,0,0,0,0,0,0
2585,59,34,114,94606,3,4.2,2,0,1,0,0,1,0
338,57,27,68,94117,1,1.4,3,0,0,0,0,1,0
4504,45,21,33,92374,3,0.5,1,108,0,0,0,1,0
4067,61,37,61,94122,3,2.0,3,0,0,0,0,1,0
1096,50,25,43,92129,1,1.4,3,137,0,0,0,1,0
4828,30,6,181,91203,1,4.3,1,230,0,0,0,1,0
1861,30,6,179,91103,3,4.9,1,142,1,0,0,1,0
2039,50,24,150,94551,1,7.3,1,0,0,0,0,1,1
4289,42,17,28,94010,1,0.6,3,0,0,0,0,0,1
2521,56,29,45,90095,4,2.5,2,113,0,0,0,1,0
4021,58,32,191,93943,4,5.2,3,194,1,0,0,0,1
2683,53,27,81,90032,4,2.6,3,0,0,0,0,1,0
3721,63,39,131,92521,3,2.6,3,229,1,0,0,1,0
490,53,28,43,91380,2,2.1,3,0,0,0,1,1,1
3596,38,14,104,90025,2,1.8,2,79,0,0,0,0,0
3999,34,10,41,94102,1,1.33,1,0,0,0,0,0,1
3890,26,0,19,93014,1,0.1,2,121,0,0,0,1,0
3404,54,29,82,94709,3,3.7,2,0,1,0,0,1,0
3516,50,26,148,94143,2,0.4,1,508,0,0,0,0,0
2416,45,21,11,94143,4,0.2,1,106,0,0,0,1,1
2526,32,8,60,95816,1,1.2,1,0,0,0,0,1,1
3364,58,34,54,93003,4,1.3,2,0,0,0,0,1,0
2033,62,37,32,90266,3,0.2,1,0,0,1,0,0,1
1717,32,8,200,91330,2,6.5,1,565,0,0,0,1,0
2577,60,36,30,93711,4,1.3,1,118,0,0,0,1,1
4156,55,30,28,90291,4,0.1,3,149,0,0,0,1,1
2702,50,26,55,94305,1,1.6,2,0,0,0,0,1,0
1858,37,13,105,94066,1,0.8,2,0,0,0,0,0,1
102,61,36,30,94608,3,1.3,2,0,0,0,0,0,0
1758,33,9,60,90630,1,1.2,1,0,0,0,0,1,1
4756,59,35,151,93106,2,6.0,1,0,0,0,0,1,0
4746,49,23,129,94085,1,0.3,1,0,0,0,0,1,1
4524,29,4,50,94040,4,1.7,2,0,0,0,0,1,0
2541,49,23,41,95521,4,0.1,1,153,0,0,0,1,0
4178,47,23,75,93106,1,2.6,2,0,0,0,0,0,1
1401,32,8,78,90401,4,0.1,2,0,0,0,0,1,0
569,34,9,41,92101,2,0.1,1,161,0,0,0,1,1
3213,61,35,59,92697,1,2.8,2,0,0,0,0,0,0
2239,48,22,35,92709,1,1.4,3,0,0,0,0,1,0
3348,65,41,78,92109,3,2.0,3,0,0,0,1,1,1
4154,50,26,148,94608,2,6.8,1,0,0,0,0,1,0
2964,29,3,41,94588,1,1.9,3,0,0,0,0,1,1
1008,44,19,99,95064,3,3.5,3,357,1,0,0,0,0
1972,42,17,72,95616,4,1.1,2,203,0,0,0,0,1
197,48,24,165,93407,1,5.0,1,0,0,0,0,0,1
2486,61,36,48,94025,3,1.5,1,0,0,0,0,0,1
1465,28,4,120,92333,2,0.6,1,0,0,0,0,1,0
4254,54,28,61,90601,3,3.0,2,0,0,0,0,1,1
2390,27,1,41,90033,1,1.9,3,0,0,0,0,0,1
2327,45,19,73,94086,4,2.9,1,0,0,0,0,0,0
362,43,19,153,90254,2,7.5,1,0,0,0,0,1,0
1303,42,16,38,94087,3,0.9,3,0,0,0,0,0,0
1609,36,10,35,94608,2,0.3,1,98,0,0,0,1,0
2041,41,16,91,94720,3,0.5,3,0,0,0,0,0,0
4314,52,28,79,94596,1,2.7,2,0,0,0,0,1,1
3814,62,37,19,91343,3,1.3,2,97,0,0,0,1,0
3892,65,40,63,94701,3,0.5,2,0,0,0,0,1,0
2268,38,13,168,92647,2,1.3,3,0,1,0,0,0,0
3943,42,17,89,90095,1,0.1,2,170,0,0,0,1,0
2187,26,2,92,96001,2,0.2,1,0,0,0,0,1,0
684,40,16,82,91311,1,3.6,2,0,0,0,0,0,0
3116,31,5,111,94305,2,0.2,1,0,0,0,0,0,0
127,31,5,115,92096,2,1.3,1,101,0,0,0,1,1
2471,33,7,81,92122,2,4.5,3,187,0,0,1,1,1
3609,59,35,202,94025,1,4.7,1,553,0,0,0,0,0
1487,35,9,141,93022,2,4.5,2,0,1,0,0,0,0
381,63,33,34,94305,1,1.5,3,0,0,0,0,1,1
2013,57,31,51,93943,1,1.4,1,0,0,0,0,1,1
3636,58,33,24,95616,2,0.5,2,0,0,0,0,1,0
4436,46,21,34,90840,2,1.3,1,116,0,0,0,0,0
1084,28,3,65,95014,3,2.6,3,0,0,1,0,0,0
867,44,20,70,94611,4,1.9,1,0,0,0,0,1,0
877,40,14,58,94025,2,2.8,1,0,0,0,0,1,0
2617,56,31,49,92182,2,1.6,3,103,0,0,0,1,0
1515,44,20,175,96150,2,1.4,1,0,0,0,0,1,1
1684,55,29,33,92660,2,0.4,3,0,0,0,0,0,0
4182,47,22,22,90024,1,0.4,3,0,0,0,0,1,0
3822,35,9,188,92220,2,3.7,2,259,1,0,0,1,0
3973,29,5,112,94998,2,4.33,1,0,0,0,0,1,1
4748,49,25,91,94704,4,1.4,2,0,0,0,0,1,0
380,25,0,28,92093,2,1.7,2,0,0,0,0,0,0
3809,34,10,152,90089,2,6.5,1,0,0,0,0,0,0
3170,52,28,55,94608,1,1.6,2,227,0,0,0,0,0
3388,63,37,25,94035,2,0.2,3,0,0,0,0,1,0
1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0
3521,60,35,29,92126,3,1.3,2,0,0,0,0,0,0
251,30,6,29,94305,3,1.0,2,117,0,0,0,0,0
1160,50,26,23,92028,4,0.2,1,0,0,0,0,0,1
1231,27,1,25,94920,4,0.3,2,0,0,0,0,1,1
2981,25,-1,53,94305,3,2.4,2,0,0,0,0,0,0
1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0
4010,42,18,189,91605,2,7.6,1,0,0,0,0,1,0
3765,63,37,15,94720,2,0.4,1,0,0,0,0,0,0
3259,41,17,42,91910,4,2.2,2,185,0,1,0,1,0
3680,49,23,134,90095,2,6.3,1,0,0,0,0,1,0
524,56,31,39,93023,4,0.9,1,0,0,0,0,0,0
915,65,41,195,91711,3,0.4,1,0,1,1,1,0,1
51,32,8,8,92093,4,0.7,2,0,0,1,0,1,0
4643,65,40,143,95616,4,6.6,2,0,1,0,0,1,0
3993,47,22,95,93311,2,3.9,2,0,1,0,0,0,0
3429,45,21,24,93106,1,0.9,3,0,0,0,0,0,0
3010,33,9,74,92120,3,2.6,2,0,0,0,0,1,0
1690,59,34,21,92028,3,1.3,2,0,0,0,0,1,1
88,48,22,78,94305,3,1.1,1,0,0,0,0,1,0
2276,40,16,115,94305,1,3.4,1,0,0,0,0,1,0
4509,27,2,85,94117,1,1.9,1,0,0,0,0,1,1
3886,32,2,69,93943,4,4.0,3,102,0,0,0,1,0
3716,29,5,124,92037,2,0.2,1,0,0,0,0,0,1
4751,66,41,38,95134,1,1.1,3,0,0,0,0,0,1
1647,52,26,93,91745,1,2.4,1,0,0,0,0,1,0
1363,31,5,85,92130,3,1.6,1,157,0,0,0,1,1
4216,64,40,21,94028,2,0.3,3,0,0,0,0,0,0
665,54,30,64,95126,1,1.8,3,227,0,0,0,0,1
1268,50,23,23,94720,2,1.0,2,0,0,1,0,0,0
3725,44,20,39,93108,2,2.1,3,119,0,0,0,0,0
4800,44,20,33,94306,4,0.3,1,142,0,0,0,0,1
3900,60,34,43,92697,1,1.4,1,0,0,0,0,1,1
302,65,39,150,92120,2,6.9,1,196,0,0,0,0,0
2166,27,0,38,95929,4,1.0,3,154,0,0,0,1,0
3168,62,38,58,94720,4,1.2,2,228,0,0,0,0,1
3547,65,40,34,94720,1,1.1,3,119,0,0,0,1,1
871,43,19,35,92106,3,0.5,1,0,0,0,0,1,0
4175,40,14,59,91335,3,0.5,3,0,0,0,0,1,0
2392,39,12,138,92697,1,4.67,2,0,1,0,0,1,0
4091,42,18,49,92717,3,2.1,3,0,0,1,0,1,0
2350,59,35,94,94610,1,4.3,1,76,0,1,1,1,0
209,40,16,73,94110,4,2.67,1,0,0,0,0,1,1
1721,52,28,8,95060,1,0.3,1,0,0,0,0,1,0
1636,49,24,70,91330,1,2.9,1,0,0,0,0,0,0
595,50,26,85,94143,1,0.0,1,144,0,0,0,0,0
2388,28,2,51,94720,4,1.8,3,0,0,0,0,0,1
1502,30,4,35,92130,2,0.3,2,0,0,1,0,0,1
928,65,40,95,95014,3,3.7,2,138,1,0,0,0,1
2500,53,27,38,94105,4,2.8,2,144,0,1,0,1,0
610,37,11,24,91770,4,1.5,3,0,0,0,0,0,0
977,54,30,24,94109,4,0.2,1,0,0,1,0,0,0
863,50,23,15,94025,2,1.0,2,101,0,0,0,0,0
65,47,23,105,90024,2,3.3,1,0,0,0,0,0,0
1734,40,16,125,95125,2,2.2,1,0,0,0,0,1,0
2908,45,20,40,91763,2,1.3,1,0,0,0,0,0,1
795,54,29,44,91301,2,2.3,3,0,0,0,0,1,0
3028,53,29,50,93305,4,0.1,3,152,0,0,0,1,0
1026,62,37,50,94545,3,1.5,1,169,0,0,0,1,0
4311,65,41,170,94143,4,6.1,2,0,1,0,1,1,1
292,43,16,8,90089,3,0.67,2,88,0,0,0,1,0
2529,57,31,79,91335,3,4.4,1,0,0,0,0,0,1
361,35,10,55,94539,4,1.3,1,0,0,0,0,0,0
101,48,23,74,94080,1,1.2,1,0,0,0,0,1,0
4628,27,1,134,93106,1,1.7,2,307,1,0,0,1,0
1402,40,15,84,94521,1,3.7,3,0,0,0,0,1,0
344,35,5,22,93407,1,0.67,3,103,0,0,0,0,0
3254,55,30,35,94025,1,1.5,2,118,0,0,0,0,1
1504,34,8,52,94720,4,2.2,2,0,0,0,0,0,0
4429,51,27,12,95818,4,1.0,1,0,0,1,0,1,0
4898,43,18,44,91345,1,2.4,1,0,0,0,0,0,0
191,60,36,93,92521,1,4.3,1,0,0,0,0,1,0
2111,28,4,104,94301,3,2.5,1,0,0,0,0,0,0
61,49,24,39,90404,3,1.7,2,0,0,1,0,1,0
3209,53,29,61,95032,4,1.6,2,0,0,0,0,1,0
3230,33,9,64,92507,4,3.4,1,0,0,0,0,0,0
2468,40,16,83,92350,1,0.8,2,230,0,1,0,1,0
4027,27,1,142,92038,3,5.5,1,0,1,0,0,0,0
812,63,33,52,94720,4,1.67,3,0,0,0,0,0,0
2734,55,29,72,93107,3,0.3,2,147,0,0,0,0,0
4778,32,8,30,94534,4,0.4,2,78,0,0,0,1,0
2352,55,31,74,94611,2,3.2,3,0,0,0,0,1,1
3032,51,25,29,90212,1,1.4,3,102,0,0,0,0,1
1574,44,20,69,92028,1,0.8,3,184,0,0,1,1,1
1665,61,35,63,91605,1,1.6,1,0,0,0,0,1,0
1512,58,32,65,90266,3,2.2,3,0,0,0,0,0,0
543,40,14,81,94709,3,0.1,1,0,0,0,0,1,0
4015,56,32,23,94720,4,0.7,1,0,0,0,0,1,1
1950,58,34,19,90504,1,1.2,3,0,0,0,0,0,0
4870,63,39,33,92121,3,0.1,3,0,0,0,0,0,1
3676,60,34,110,92126,2,2.0,1,0,0,0,0,1,0
2115,62,36,69,95039,2,1.7,3,0,0,0,0,1,0
534,27,2,101,92807,1,1.9,1,0,0,0,0,0,0
734,49,24,80,92009,1,1.2,1,0,0,0,0,1,0
1212,61,36,131,92407,1,0.9,1,0,0,0,0,1,0
4224,53,26,8,94709,1,0.5,2,0,0,0,0,0,1
2164,33,3,69,92161,4,1.8,3,0,0,0,0,1,0
3758,45,21,142,91101,1,1.4,2,0,1,0,0,1,0
3612,64,39,145,92705,1,0.9,1,0,0,0,0,0,0
3428,39,15,175,94080,2,8.0,1,0,0,0,0,1,0
1543,50,20,19,92612,4,0.4,3,0,0,0,0,0,0
4217,60,35,173,90059,3,3.1,3,0,1,0,0,1,0
4951,47,23,19,90089,1,1.0,1,0,0,0,0,0,1
241,51,26,70,90089,1,1.2,1,169,0,0,0,0,0
4253,54,29,81,91107,1,0.1,3,0,0,0,0,0,0
466,66,42,35,94305,1,1.9,2,172,0,0,0,1,0
3405,39,14,21,94303,1,0.6,3,101,0,0,0,0,0
4121,49,23,23,94080,1,1.4,3,0,0,0,0,0,0
2962,60,36,50,95741,1,1.8,3,0,0,0,0,1,0
1975,39,13,63,90095,4,0.2,3,242,0,0,0,0,0
3138,61,36,13,91711,3,0.5,1,0,0,0,0,1,0
1438,28,3,123,92007,1,0.8,1,146,0,0,0,0,0
1536,61,37,39,92096,4,0.4,1,0,0,0,0,1,1
111,41,14,9,91330,3,1.0,2,0,0,0,0,0,0
4426,26,0,164,95973,2,4.0,3,301,1,0,0,1,0
4786,30,5,23,94304,2,0.9,3,0,0,1,0,1,0
2884,40,14,92,90024,4,1.4,2,0,0,0,0,1,0
662,63,38,52,94720,2,2.8,1,0,0,0,0,1,0
4727,34,10,38,95039,1,1.33,1,0,0,1,0,1,0
3917,50,26,12,92121,1,0.2,1,96,0,0,0,0,0
4612,34,7,52,93940,2,1.0,2,0,0,0,0,1,0
823,61,35,60,96091,3,1.4,3,0,0,0,0,0,0
3947,25,-1,40,93117,3,2.4,2,0,0,0,0,1,0
3180,43,17,53,90245,2,0.7,1,130,0,1,0,1,0
2032,60,35,80,94608,3,0.5,1,0,0,0,0,1,0
2205,63,37,20,94704,2,0.4,1,76,0,0,0,0,0
4411,39,14,153,91614,2,3.0,1,0,0,0,0,0,0
3031,50,26,110,94509,3,1.8,2,0,0,0,0,1,0
2816,26,1,48,94019,3,2.6,3,169,0,0,0,0,0
2740,43,18,42,91330,1,0.3,3,0,0,0,0,1,0
3192,30,5,83,93101,4,1.8,3,0,0,0,0,0,1
2302,38,13,84,93403,4,0.7,3,0,0,0,0,0,0
2991,49,25,163,94608,2,0.4,1,0,0,1,0,0,0
4161,30,4,11,95054,1,0.1,2,0,0,0,0,1,1
1343,36,12,79,90041,2,2.2,1,0,0,0,0,1,0
2581,31,7,149,92624,1,6.0,1,0,0,0,0,0,0
1031,61,35,112,90024,4,1.7,3,0,0,0,0,0,1
1819,45,20,62,95818,2,2.2,3,0,0,0,0,1,0
848,40,14,73,94539,1,1.5,3,252,0,0,0,1,0
4354,61,36,25,94015,2,0.5,2,0,0,0,0,1,1
4742,58,32,55,93106,4,2.5,1,0,0,0,0,1,0
4225,57,27,39,95929,3,1.0,3,0,0,1,0,0,1
3226,52,28,38,95064,4,0.9,2,0,0,0,0,0,1
4425,35,10,54,93943,1,2.5,3,0,0,0,0,0,1
2061,54,29,34,92093,4,0.1,3,0,0,0,0,1,1
619,63,37,42,91320,2,0.7,3,115,0,0,0,1,0
1243,29,4,44,91380,4,2.0,2,0,0,0,0,1,0
2432,56,31,54,91380,4,2.1,1,0,0,0,0,1,0
3750,43,19,70,90095,3,2.33,1,0,0,0,0,1,0
1564,55,29,19,92109,4,0.7,3,121,0,1,0,0,1
4711,41,17,71,92182,3,0.3,3,0,0,0,0,0,1
2261,39,14,15,93561,2,0.3,2,92,0,0,0,0,0
4310,34,8,188,94025,1,2.9,3,0,1,0,0,1,0
1379,54,29,34,93305,4,0.1,3,0,0,0,0,1,0
4834,49,24,109,92647,1,0.6,1,0,0,0,0,0,0
2450,31,7,64,94720,1,1.2,1,0,0,0,0,1,0
1894,49,24,13,94608,1,0.4,3,101,0,1,0,0,0
3717,55,29,65,91773,3,2.5,1,0,0,0,0,0,0
12,29,5,45,90277,3,0.1,2,0,0,0,0,1,0
1588,52,28,21,94035,2,0.4,1,0,0,1,0,1,0
3070,47,20,68,91320,1,2.67,2,0,0,0,0,1,1
2359,53,27,63,93109,2,0.8,3,0,0,1,0,1,0
3564,53,27,139,94998,1,0.9,3,0,1,0,0,0,0
2870,60,35,22,92660,1,1.3,1,80,0,0,0,0,0
2031,63,38,111,95814,2,3.9,1,207,0,1,1,1,1
1716,39,13,25,95370,3,0.2,2,0,0,0,0,1,0
3345,43,19,110,90639,1,3.4,1,0,0,0,0,0,1
4474,31,5,18,92115,2,0.3,1,124,0,0,0,1,1
4990,24,0,38,93555,1,1.0,3,0,0,0,0,1,0
4108,47,22,81,94123,1,2.9,1,0,0,0,0,0,1
2472,36,11,44,91040,2,1.1,2,85,0,0,0,1,0
146,59,35,124,90007,1,7.4,1,0,0,0,0,0,1
3450,57,32,135,90095,3,4.8,2,0,1,1,1,1,0
2128,40,14,179,94720,2,0.0,1,0,0,0,0,0,0
4986,48,23,30,94720,3,1.7,2,162,0,0,0,1,0
704,41,17,141,94022,2,7.6,1,92,0,0,0,0,0
1513,53,28,44,91604,3,1.7,1,0,0,0,0,0,0
3748,26,0,83,91360,3,3.9,2,0,1,0,0,1,0
3499,30,6,182,93561,4,0.8,3,94,1,0,0,1,0
3132,47,22,61,94025,3,2.7,2,168,0,0,0,1,1
1082,53,28,20,94080,3,0.1,2,0,0,0,0,0,0
2931,41,17,78,95929,4,2.67,1,99,0,0,0,1,0
4955,45,19,22,94904,3,1.5,1,0,0,0,0,1,1
494,50,24,173,94720,1,1.0,1,0,0,0,0,1,1
2761,32,7,49,94080,3,2.3,1,0,0,0,0,1,0
1176,29,4,58,91006,1,0.8,2,0,0,0,0,1,1
4995,64,40,75,94588,3,2.0,3,0,0,0,0,1,0
2036,36,10,29,93065,4,1.0,1,0,0,0,0,1,1
4080,65,40,75,90036,3,2.2,1,0,0,0,0,1,0
1587,59,33,50,94122,2,2.3,3,0,0,0,0,0,1
3541,39,15,30,94305,4,0.3,1,0,0,1,0,0,1
3562,30,6,31,94720,3,1.0,2,142,0,0,0,0,0
642,35,10,139,95060,2,7.8,1,0,0,0,0,0,0
4587,58,32,61,91910,3,2.2,3,0,0,0,0,1,1
4529,48,23,48,94086,1,0.3,1,0,0,0,0,0,0
4236,27,1,91,92173,2,0.2,1,0,0,0,0,1,0
814,50,25,130,94720,1,1.1,2,0,1,0,0,1,0
4843,49,23,174,95449,3,4.6,2,590,1,0,0,0,0
1180,36,11,98,90291,3,1.2,3,0,0,1,0,0,1
96,38,12,48,95617,4,0.2,3,0,0,0,0,1,0
2830,35,9,82,94720,1,2.5,1,138,0,0,0,0,0
1186,43,19,31,94025,3,0.5,1,0,0,0,0,0,0
3880,28,4,101,95136,3,2.5,1,270,0,0,0,0,0
1974,47,22,11,92192,2,0.0,1,78,0,0,0,0,0
1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0
3484,60,36,195,90066,1,4.7,1,0,0,0,0,1,0
1491,30,4,18,95020,4,0.3,2,0,0,0,0,1,1
4709,62,37,10,92606,3,0.5,1,0,0,0,0,1,0
4617,66,41,114,92521,1,0.8,3,0,0,0,0,1,1
4572,58,28,95,94304,1,3.0,3,0,0,0,0,0,0
2768,48,24,59,90401,1,0.0,1,144,0,0,0,1,0
1575,62,37,42,92106,3,1.5,1,0,0,0,0,1,0
2317,54,30,112,94920,2,6.8,1,0,0,0,0,1,0
414,32,7,42,92407,3,2.3,1,0,0,0,0,1,0
354,53,29,55,95818,4,1.1,2,0,0,0,0,1,0
3422,49,23,125,90245,1,2.4,1,0,0,0,0,0,1
3341,29,3,54,94104,4,1.8,3,0,0,0,0,0,0
3241,62,36,63,93407,1,1.6,1,118,0,0,0,1,0
2138,65,40,83,92354,4,0.1,2,247,0,0,0,1,0
1390,45,15,20,94107,1,0.75,3,0,0,0,0,1,0
475,60,34,114,90028,2,6.9,1,0,0,0,0,1,0
2412,47,22,65,91330,3,2.7,2,0,0,0,0,1,0
3783,30,5,80,91311,4,2.2,2,0,0,1,0,1,0
4141,63,38,32,94015,1,1.5,2,0,0,0,0,0,0
2060,28,3,173,92121,2,6.7,1,222,0,0,0,1,0
4005,65,39,22,92507,3,0.7,2,0,0,0,0,0,0
3065,59,33,83,94701,3,4.4,1,0,0,0,0,1,0
1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0
1029,29,4,110,92096,4,2.5,3,0,1,0,0,0,0
1142,32,7,143,91365,3,2.9,3,0,1,0,0,1,0
3000,60,34,44,94143,1,0.2,1,0,0,0,0,0,1
1781,49,24,82,95051,1,2.9,1,267,0,0,0,1,0
2928,43,17,124,94117,1,5.2,1,0,0,0,0,0,0
1191,39,15,168,93117,2,8.0,1,152,0,1,0,0,0
1163,38,14,112,94501,2,2.2,1,394,0,0,0,0,0
2575,45,18,10,92037,3,0.67,2,100,0,0,0,1,0
1675,37,11,139,95814,2,0.8,2,421,1,0,0,1,0
3630,50,26,82,95051,1,0.0,1,0,0,0,0,1,1
4238,60,34,78,90401,3,4.4,1,0,0,1,0,0,0
443,58,28,122,95136,1,3.0,3,115,1,0,0,1,0
4570,47,21,49,92152,3,2.2,2,0,0,1,0,0,0
3502,65,39,105,91380,4,1.7,3,0,0,1,0,1,0
4083,32,6,83,90036,4,2.2,2,0,0,0,0,0,0
4939,61,35,80,95973,4,1.7,3,0,0,0,0,1,0
3033,47,22,19,94590,1,0.4,3,0,0,0,0,1,0
3627,24,-3,28,90089,4,1.0,3,0,0,0,0,0,0
4975,59,33,64,92867,4,1.7,2,0,0,0,0,0,1
339,29,3,153,93657,2,2.0,1,392,0,0,0,0,0
1923,39,15,25,93023,1,1.4,3,0,0,0,0,0,0
3498,55,31,134,92130,2,0.3,1,0,0,0,0,0,0
3197,37,7,73,94043,4,1.8,3,0,0,0,0,1,1
1835,41,16,23,94143,2,0.3,2,118,0,0,0,0,0
2947,33,9,145,94110,1,4.3,1,437,0,0,0,1,0
2070,30,4,35,90059,4,0.8,1,0,0,0,0,1,1
722,49,24,39,92717,1,1.4,3,0,0,0,0,1,0
1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1
2376,55,30,69,91007,4,1.3,3,0,0,1,1,1,1
4273,47,22,89,92647,4,1.9,3,0,0,0,0,1,0
1531,47,21,20,94066,1,0.2,1,0,0,0,0,1,1
21,56,31,25,94015,4,0.9,2,111,0,0,0,1,0
2183,40,14,22,94566,2,1.4,3,0,0,0,0,0,0
3026,58,32,128,94609,2,2.7,1,344,0,0,0,0,0
4058,57,32,38,90740,2,2.1,3,0,0,0,0,0,0
1185,34,9,71,90041,4,1.3,1,0,0,0,0,1,0
3866,56,30,64,93105,3,2.5,1,0,0,0,0,0,0
239,57,32,28,95831,3,0.2,1,0,0,0,0,1,1
4846,45,21,128,94305,1,4.7,1,0,0,0,0,0,0
4852,55,31,124,93407,2,0.3,1,0,0,0,0,1,0
3307,47,22,65,90840,1,2.4,1,0,0,0,0,1,0
4046,57,31,38,94720,4,0.7,2,0,0,0,0,1,0
937,62,32,19,92109,1,1.5,3,0,0,1,0,0,0
4368,40,15,149,90250,2,3.9,1,319,0,0,0,1,1
148,50,25,83,94542,4,3.6,3,188,0,0,0,1,0
1118,42,18,145,94709,1,1.7,1,132,0,0,0,1,1
3647,34,9,141,92056,3,6.9,2,260,1,0,0,1,0
1857,51,24,21,95014,2,1.0,2,0,0,0,0,1,0
345,54,24,63,92606,3,1.4,3,138,0,0,0,1,1
3675,42,16,38,93437,1,0.2,1,0,0,1,0,0,0
850,33,8,58,94305,2,0.1,1,0,0,1,1,1,1
1922,45,21,63,95621,1,0.8,3,245,0,0,0,1,1
2721,48,23,32,93302,1,0.1,1,0,0,0,0,0,1
966,62,36,135,94301,2,5.2,2,0,1,0,0,1,0
2075,52,27,81,91942,1,1.3,3,293,0,0,0,0,1
120,32,7,112,94304,1,4.6,1,366,0,0,0,0,0
1012,52,27,39,94304,2,0.7,2,166,0,0,0,1,0
1178,28,3,71,90405,1,3.3,2,149,1,1,1,1,0
