year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,1,1,1356,2,1537,11,UA,N840UA,617,LGA,ORD,146,733,13,56
2013,1,1,1356,6,1659,19,UA,N26906,1258,EWR,IAH,218,1400,13,56
2013,1,1,1358,8,1742,27,US,N654AW,688,EWR,PHX,318,2133,13,58
2013,1,1,1400,0,1634,-2,DL,N6704Z,2247,LGA,ATL,130,762,14,0
2013,1,1,1416,5,1603,14,UA,N456UA,683,EWR,ORD,136,719,14,16
2013,1,1,1418,-1,1726,-6,UA,N37464,16,EWR,SEA,348,2402,14,18
2013,1,1,1421,-9,1724,-28,DL,N327NW,1531,LGA,RSW,160,1080,14,21
2013,1,1,1422,-3,1748,-11,UA,N502UA,257,JFK,SFO,362,2586,14,22
2013,1,1,1430,31,1718,26,UA,N563UA,278,EWR,PBI,149,1023,14,30
2013,1,1,1430,0,1735,-9,UA,N452UA,997,LGA,IAH,227,1416,14,30
2013,1,1,1431,-9,1627,11,UA,N849UA,601,EWR,CLE,91,404,14,31
2013,1,1,1433,-2,1636,-8,DL,N327NB,1819,LGA,MSP,163,1020,14,33
2013,1,1,1436,1,1840,20,DL,N722TW,1322,JFK,SFO,375,2586,14,36
2013,1,1,1439,-6,1558,-15,DL,N319NB,1972,JFK,DCA,56,213,14,39
2013,1,1,1440,0,1658,15,DL,N926DL,1231,LGA,DTW,94,502,14,40
2013,1,1,1442,-8,1728,-27,AA,N5FMAA,1813,JFK,MCO,141,944,14,42
2013,1,1,1445,-10,1635,-10,AA,N4UCAA,337,LGA,ORD,147,733,14,45
2013,1,1,1446,-9,1803,-22,AA,N5EWAA,1769,JFK,MIA,161,1089,14,46
2013,1,1,1448,3,1651,4,US,N560UW,1445,LGA,CLT,96,544,14,48
2013,1,1,1453,-7,1601,-19,US,N951UW,2179,LGA,DCA,51,214,14,53
2013,1,1,1454,-6,1815,-22,DL,N702TW,1467,JFK,LAX,340,2475,14,54
2013,1,1,1455,-5,1753,-17,DL,N997DL,1997,LGA,PBI,152,1035,14,55
2013,1,1,1456,-4,1649,17,UA,N802UA,685,LGA,ORD,140,733,14,56
2013,1,1,1456,1,1830,17,UA,N24212,1134,EWR,AUS,252,1504,14,56
2013,1,1,1457,-3,1758,-17,UA,N401UA,379,EWR,RSW,166,1068,14,57
2013,1,1,1457,-3,1652,-4,US,N539UW,720,EWR,CLT,97,529,14,57
2013,1,1,1459,5,1750,-1,UA,N75435,1105,EWR,TPA,152,997,14,59
2013,1,1,1502,2,1802,-4,UA,N406UA,456,EWR,FLL,156,1065,15,2
2013,1,1,1506,1,1838,18,AA,N3DUAA,759,LGA,DFW,248,1389,15,6
2013,1,1,1506,-6,1723,-18,UA,N513UA,407,LGA,DEN,237,1620,15,6
2013,1,1,1508,18,1813,26,UA,N76529,1687,EWR,MCO,146,937,15,8
2013,1,1,1511,11,1753,11,DL,N678DL,2347,LGA,ATL,135,762,15,11
2013,1,1,1511,-4,1657,-3,DL,N318NB,1456,LGA,BUF,60,292,15,11
2013,1,1,1518,2,1837,5,UA,N53442,1699,EWR,SFO,348,2565,15,18
2013,1,1,1520,50,1835,60,AA,N589AA,883,EWR,DFW,236,1372,15,20
2013,1,1,1520,0,1817,1,UA,N13750,1593,EWR,MCO,152,937,15,20
2013,1,1,1521,6,1830,7,DL,N378NW,507,LGA,MCO,145,950,15,21
2013,1,1,1522,-8,1858,3,UA,N512UA,530,JFK,LAX,356,2475,15,22
2013,1,1,1523,7,1831,3,UA,N18112,1600,EWR,LAX,337,2454,15,23
2013,1,1,1527,-3,1841,-14,AA,N3HYAA,1039,JFK,FLL,163,1069,15,27
2013,1,1,1527,12,1854,44,UA,N69059,1695,EWR,IAH,210,1400,15,27
2013,1,1,1528,-2,1731,6,AA,N573AA,2223,LGA,STL,160,888,15,28
2013,1,1,1529,32,1720,46,UA,N497UA,459,EWR,ORD,138,719,15,29
2013,1,1,1529,-1,1733,-4,US,N738US,1665,LGA,CLT,103,544,15,29
2013,1,1,1531,11,1809,19,UA,N514UA,365,EWR,DEN,247,1605,15,31
2013,1,1,1538,-2,1827,-24,DL,N372DA,4,JFK,MCO,133,944,15,38
2013,1,1,1539,9,1904,-6,AA,N342AA,85,JFK,SFO,360,2586,15,39
2013,1,1,1539,-6,1853,-17,AA,N319AA,133,JFK,LAX,351,2475,15,39
2013,1,1,1539,2,1854,35,UA,N14250,1222,EWR,LAS,342,2227,15,39
2013,1,1,1542,-3,1852,-21,DL,N3750D,1283,JFK,SAN,342,2446,15,42
2013,1,1,1543,-7,1933,8,DL,N688DL,1773,JFK,SLC,320,1990,15,43
2013,1,1,1543,0,1731,-2,UA,N413UA,636,LGA,CLE,88,419,15,43
2013,1,1,1547,2,1823,8,DL,N994DL,1942,EWR,ATL,129,746,15,47
2013,1,1,1549,1,1851,-8,UA,N54241,80,EWR,MIA,156,1085,15,49
2013,1,1,1552,-8,1933,18,AA,N3CGAA,565,JFK,DFW,254,1391,15,52
2013,1,1,1554,-5,1857,16,DL,N918DE,847,LGA,ATL,131,762,15,54
2013,1,1,1557,-3,1910,-29,DL,N955DL,1508,JFK,RSW,171,1074,15,57
2013,1,1,1557,-3,1746,4,UA,N487UA,687,LGA,ORD,143,733,15,57
2013,1,1,1559,-6,1844,-28,DL,N374DA,91,JFK,LAS,309,2248,15,59
2013,1,1,1601,0,1750,15,UA,N484UA,702,EWR,ORD,141,719,16,1
2013,1,1,1602,-3,1834,-4,DL,N301NB,1861,LGA,MCI,189,1107,16,2
2013,1,1,1603,3,1912,6,UA,N820UA,367,EWR,FLL,162,1065,16,3
2013,1,1,1605,-5,1804,4,AA,N569AA,341,LGA,ORD,146,733,16,5
2013,1,1,1607,84,1711,78,UA,N435UA,465,EWR,BOS,35,200,16,7
2013,1,1,1608,33,2002,72,AA,N3GKAA,763,LGA,DFW,249,1389,16,8
2013,1,1,1608,8,1953,28,AA,N3DYAA,1467,LGA,MIA,171,1096,16,8
2013,1,1,1610,-5,1913,-35,DL,N947DL,1411,JFK,FLL,155,1069,16,10
2013,1,1,1610,-5,1827,-3,DL,N360NB,1619,LGA,MSP,168,1020,16,10
2013,1,1,1610,15,1852,18,DL,N362NW,1939,LGA,DEN,235,1620,16,10
2013,1,1,1611,10,2010,29,UA,N76504,1635,EWR,PHX,328,2133,16,11
2013,1,1,1620,0,1945,23,UA,N18119,1178,EWR,IAH,242,1400,16,20
2013,1,1,1621,33,1904,34,DL,N704X,95,JFK,ATL,130,760,16,21
2013,1,1,1623,3,2002,3,US,N550UW,35,JFK,PHX,317,2153,16,23
2013,1,1,1625,35,2054,4,AA,N630AA,1635,JFK,SJU,188,1598,16,25
2013,1,1,1626,-4,1855,2,DL,N361NW,702,JFK,DTW,108,509,16,26
2013,1,1,1628,-2,1907,-16,DL,N331NW,920,JFK,DEN,248,1626,16,28
2013,1,1,1631,-4,1956,-4,US,N649AW,656,EWR,PHX,309,2133,16,31
2013,1,1,1631,1,1935,-15,UA,N75425,1726,EWR,SAN,346,2425,16,31
2013,1,1,1634,8,1913,21,UA,N27213,69,EWR,DEN,247,1605,16,34
2013,1,1,1635,5,1830,20,UA,N16701,162,EWR,CLE,84,404,16,35
2013,1,1,1641,-9,1746,-34,AA,N3BYAA,1790,JFK,BOS,41,187,16,41
2013,1,1,1642,32,1944,25,UA,N17229,1587,EWR,RSW,161,1068,16,42
2013,1,1,1652,12,2030,35,AA,N565AA,773,LGA,DFW,252,1389,16,52
2013,1,1,1653,-7,2005,-13,DL,N980DL,1807,LGA,FLL,158,1076,16,53
2013,1,1,1654,-6,2020,-14,DL,N320NB,706,JFK,AUS,251,1521,16,54
2013,1,1,1655,-5,1953,3,AA,N5DRAA,575,JFK,EGE,280,1747,16,55
2013,1,1,1655,-5,2027,-22,DL,N713TW,31,JFK,SFO,357,2586,16,55
2013,1,1,1656,-4,1941,-14,AA,N3CAAA,257,JFK,LAS,322,2248,16,56
2013,1,1,1657,27,1948,22,UA,N17105,1609,EWR,MCO,148,937,16,57
2013,1,1,1701,-9,2026,11,AA,N3FUAA,695,JFK,AUS,247,1521,17,1
2013,1,1,1701,1,1856,16,UA,N418UA,689,LGA,ORD,144,733,17,1
2013,1,1,1702,2,2044,16,UA,N16632,1259,LGA,IAH,234,1416,17,2
2013,1,1,1705,0,2054,44,AA,N4WRAA,1905,EWR,DFW,251,1372,17,5
2013,1,1,1705,-5,1924,9,US,N188US,1447,LGA,CLT,110,544,17,5
2013,1,1,1707,2,1928,-12,DL,N3730B,2121,EWR,ATL,121,746,17,7
2013,1,1,1707,7,2006,6,UA,N543UA,342,EWR,LAX,334,2454,17,7
2013,1,1,1712,-7,1939,-19,UA,N569UA,509,LGA,DEN,241,1620,17,12
2013,1,1,1712,12,2042,6,UA,N485UA,635,EWR,SAT,242,1569,17,12
2013,1,1,1714,-6,1915,0,AA,N3CVAA,1351,JFK,ORD,146,740,17,14
2013,1,1,1716,7,1902,16,UA,N19130,1623,EWR,ORD,143,719,17,16
2013,1,1,1717,-3,1920,10,AA,N539AA,345,LGA,ORD,141,733,17,17
2013,1,1,1720,-5,2121,16,DL,N723TW,513,JFK,LAX,363,2475,17,20
2013,1,1,1725,-5,1929,3,US,N680AW,449,EWR,CLT,104,529,17,25
2013,1,1,1725,5,2045,24,UA,N17122,1712,EWR,IAH,235,1400,17,25
